"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","view_history","scenario","ask_size","interaction_history","buttons","button_pressed","correct","stimulus"
"","","","","","instructions","19","202993","0.0-6.0-1.1","17760","","[{""page_index"":0,""viewing_time"":7421},{""page_index"":1,""viewing_time"":2431},{""page_index"":2,""viewing_time"":2871},{""page_index"":3,""viewing_time"":2328},{""page_index"":4,""viewing_time"":2709}]","","","","","","",""
"","","","","","survey-text","20","217585","0.0-6.0-2.1","14579","{""Q0"":""1""}","","","","","","","",""
"","","","","","instructions","21","223580","0.0-6.0-3.1","5995","","[{""page_index"":0,""viewing_time"":5995}]","","","","","","",""
"","","","","","KiN_response","22","236313","0.0-6.0-4.1","","alittle","","activity","big","failed","[""alittle"",""alot""]","left","",""
"","","","","","instructions","23","254241","0.0-6.0-5.1","17928","","[{""page_index"":0,""viewing_time"":3453},{""page_index"":1,""viewing_time"":2208},{""page_index"":2,""viewing_time"":3877},{""page_index"":3,""viewing_time"":4271},{""page_index"":4,""viewing_time"":4119}]","","","","","","",""
"","","","","","KiN_response","24","267232","0.0-6.0-6.1","","If I clean my room, can I play five more rounds of games?","","activity","big","failed","[""If I clean my room, can I play five more rounds of games?"",""Can I play five more rounds of games?""]","left","",""
"","","","","","html-button-response","25","276425","0.0-6.0-7.1","9191","1","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">If I clean my room, can I play five more rounds of games?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/activity-agent.png""> 
            "
"","","","","","instructions","26","278078","0.0-6.0-8.1","1651","","[{""page_index"":0,""viewing_time"":1651}]","","","","","","",""
"","","","","","html-button-response","27","290946","0.0-6.0-9.1","12867","1","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">Can I play five more rounds of games?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/activity-agent.png""> 
        "
"","","","","","instructions","28","293347","0.0-6.0-10.1","2399","","[{""page_index"":0,""viewing_time"":2399}]","","","","","","",""
"","","","","","instructions","29","297764","0.0-6.0-0.2","4417","","[{""page_index"":0,""viewing_time"":4416}]","","","","","","",""
"","","","","","instructions","30","309398","0.0-6.0-1.2","11633","","[{""page_index"":0,""viewing_time"":6196},{""page_index"":1,""viewing_time"":2994},{""page_index"":2,""viewing_time"":2443}]","","","","","","",""
"","","","","","survey-text","31","315025","0.0-6.0-2.2","5616","{""Q0"":""1""}","","","","","","","",""
"","","","","","instructions","32","318652","0.0-6.0-3.2","3627","","[{""page_index"":0,""viewing_time"":3627}]","","","","","","",""
"","","","","","KiN_response","33","328325","0.0-6.0-4.2","","alittle","","toy","small","none","[""alot"",""alittle""]","right","",""
"","","","","","instructions","34","334670","0.0-6.0-5.2","6343","","[{""page_index"":0,""viewing_time"":4435},{""page_index"":1,""viewing_time"":1908}]","","","","","","",""
"","","","","","KiN_response","35","345552","0.0-6.0-6.2","","If I share my toys, can I get one more toy?","","toy","small","none","[""If I share my toys, can I get one more toy?"",""Can I get one more toy?""]","left","",""
"","","","","","html-button-response","36","351119","0.0-6.0-7.2","5565","1","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">If I share my toys, can I get one more toy?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/toy-agent.png""> 
            "
"","","","","","instructions","37","352415","0.0-6.0-8.2","1294","","[{""page_index"":0,""viewing_time"":1294}]","","","","","","",""
"","","","","","html-button-response","38","357642","0.0-6.0-9.2","5226","2","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">Can I get one more toy?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/toy-agent.png""> 
        "
"","","","","","instructions","39","370358","0.0-6.0-10.2","12715","","[{""page_index"":0,""viewing_time"":12715}]","","","","","","",""
"","","","","","instructions","40","376238","0.0-6.0-0.3","5879","","[{""page_index"":0,""viewing_time"":5879}]","","","","","","",""
"","","","","","instructions","41","394130","0.0-6.0-1.3","17893","","[{""page_index"":0,""viewing_time"":6327},{""page_index"":1,""viewing_time"":3169},{""page_index"":2,""viewing_time"":2218},{""page_index"":3,""viewing_time"":2942},{""page_index"":4,""viewing_time"":3236}]","","","","","","",""
"","","","","","survey-text","42","400745","0.0-6.0-2.3","6605","{""Q0"":""3""}","","","","","","","",""
"","","","","","instructions","43","406535","0.0-6.0-3.3","5791","","[{""page_index"":0,""viewing_time"":5791}]","","","","","","",""
"","","","","","KiN_response","44","413592","0.0-6.0-4.3","","alot","","food","big","none","[""alot"",""alittle""]","left","",""
"","","","","","instructions","45","421014","0.0-6.0-5.3","7423","","[{""page_index"":0,""viewing_time"":3453},{""page_index"":1,""viewing_time"":3970}]","","","","","","",""
"","","","","","KiN_response","46","441803","0.0-6.0-6.3","","Can I have ten more candies?","","food","big","none","[""Can I have ten more candies?"",""If I brush my teeth, can I have ten more candies?""]","left","",""
"","","","","","html-button-response","47","448604","0.0-6.0-7.3","6800","1","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">Can I have ten more candies?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/food-agent.png""> 
            "
"","","","","","instructions","48","449839","0.0-6.0-8.3","1234","","[{""page_index"":0,""viewing_time"":1234}]","","","","","","",""
"","","","","","html-button-response","49","457493","0.0-6.0-9.3","7654","2","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">If I brush my teeth, can I have ten more candies?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/food-agent.png""> 
        "
"","","","","","instructions","50","460070","0.0-6.0-10.3","2576","","[{""page_index"":0,""viewing_time"":2576}]","","","","","","",""
